row_id,x,y,accuracy,time,place_id
291,3.6270,7.9511,51,406335,9252963695
292,8.9002,6.9567,130,644314,7698507904
293,0.5608,8.3840,72,717155,8240856074
294,5.2365,4.6433,64,154688,1669967323
295,1.4589,4.0076,45,353675,6174257367
296,6.1956,4.3904,64,165692,6914521052
297,8.1706,3.6236,921,562240,6718642606
298,2.4190,3.6531,680,153175,9423802080
299,1.3472,4.5146,71,432646,1259749250
300,0.6356,9.5143,58,166232,6682632876
301,7.3815,3.2452,12,467320,4836326665
302,8.6014,6.8774,66,202845,4606757659
303,7.4048,5.6964,9,167285,8136307240
304,5.0273,0.5515,37,377980,1991108737
305,5.4778,4.1316,72,729053,5994791253
306,4.5420,6.3948,54,557155,1808283727
307,1.9215,7.6382,648,398168,3045167502
308,4.0982,7.6151,118,745023,6611046461
309,6.2686,6.2198,74,644190,6756341990
310,2.3695,2.2034,3,234719,2636621520
311,2.3295,6.6128,180,537636,2321035291
312,6.9913,4.7610,39,273639,6963054451
313,5.4808,9.7449,26,355873,1785001787
314,6.5791,5.9541,28,649278,4306230851
315,1.8597,9.5156,3,234174,7120323471
316,3.8774,7.7418,75,712317,3127609407
317,7.5486,0.3006,107,407225,9896320437
318,7.2321,8.3555,61,772991,6865181662
319,1.3352,8.7486,68,9129,8245837223
320,5.3397,5.0504,22,348095,2020715428
321,8.5911,9.2125,20,743834,3689115360
322,0.1673,8.2444,67,652090,9176339279
323,2.7641,9.2387,6,776920,1474079288
324,3.7470,3.1980,69,200552,1104210907
325,4.8042,7.0038,44,770237,7503159746
326,8.4046,0.0867,15,291677,6736206505
327,6.9612,6.5942,66,223494,9139092073
328,6.8232,2.0791,58,508785,2684971081
329,5.1361,4.3253,44,368784,1023416297
330,4.7305,1.6184,69,575969,5435668336
331,8.6972,2.9958,17,216448,4832528715
332,6.8197,6.1017,34,321718,7867403132
333,6.5355,1.3525,65,388313,7104875398
334,0.9536,0.3766,95,653258,7578348615
335,4.1298,7.3816,163,764566,8843497290
336,8.1948,3.8772,155,195651,8413425340
337,0.0272,9.7149,24,216039,1086228700
338,4.9313,9.1329,20,772686,6177042035
339,5.2171,1.0259,157,295024,3054485805
340,6.6839,4.4183,80,578029,4025388358
341,6.6324,1.3105,27,70324,9728341591
342,8.6101,2.1186,98,566778,9413531648
343,8.3762,8.6447,61,685120,9080913808
344,1.3078,4.5891,2,263901,3311897395
345,5.5170,9.0572,85,432054,6894464349
346,3.6310,9.0926,75,132226,4430798624
347,8.4941,0.5046,266,160155,8887852216
348,1.0223,9.1518,21,706522,6664986800
349,1.4367,4.3613,56,21207,4290083930
350,8.9140,7.9554,167,325082,8727235797
351,3.5210,0.0866,59,77567,1462090220
352,5.5544,3.4455,162,677441,7849227394
353,5.6445,4.7918,154,221537,8798206583
354,7.1378,9.1361,65,172838,9861172599
355,7.7064,8.7486,40,616086,2181524384
356,9.5141,4.2048,67,91629,5779043499
357,5.9406,0.6021,14,399519,8673514969
358,1.7988,6.9969,25,468861,9496437772
359,8.7363,7.3728,21,576787,5460351365
360,6.1544,9.4266,61,707820,3353215561
361,1.1265,6.9923,61,155858,5588449565
362,8.6733,8.4583,20,358057,5687182875
363,0.2347,9.9707,161,733386,6204108762
364,8.6054,5.3258,95,325924,5927520494
365,2.9228,4.8413,77,54678,5476100941
366,5.2483,2.1672,47,782294,3720520481
367,2.4108,1.3213,74,579667,6644108708
368,4.9067,1.3169,24,646241,5010097726
369,7.4130,9.5976,66,670189,6743977440
370,8.5486,9.5316,65,697677,6566688504
371,2.9768,9.2643,10,149221,5294729972
372,6.4505,1.6577,82,347835,4801594903
373,8.7227,7.5814,70,2046,5302726412
374,5.7915,6.2475,73,148691,8175255074
375,4.6362,3.9666,31,208974,4610877734
376,2.1340,3.1104,52,692727,3336544090
377,1.2537,6.0868,5,305398,3264806360
378,9.7849,0.0338,7,305953,1217568844
379,6.1750,0.9882,62,631980,8455455108
380,2.4267,1.8904,82,192110,8913923252
381,2.5194,0.1269,57,549446,1170828129
382,7.4647,2.0585,568,24332,7028698129
383,0.8652,7.7226,43,522632,6151928012
384,8.3208,3.5599,174,9366,6736283468
385,7.6014,6.2810,1,478413,4692338474
386,0.6733,0.8339,82,673162,1273954023
387,1.5136,7.9695,50,397868,5660833047
388,2.2974,0.2627,68,248396,8374929618
389,4.4381,4.8408,4,463941,5312890716
390,1.9618,2.6769,989,623985,7419370539
391,9.8412,0.4004,15,751461,7566995261
392,8.5722,9.4948,101,57398,6820072815
393,4.1892,4.9668,30,490407,7103730087
394,3.5480,8.0000,52,520519,3850570361
395,9.4534,9.7796,168,484212,3705225163
396,9.5423,7.2363,58,383545,8518934170
397,9.3790,9.2666,159,375533,7038640491
398,5.2157,9.4782,60,370456,3338484983
399,5.4679,4.9087,70,543747,6533247937
400,5.4186,9.9009,39,645728,9173502385
401,1.4868,1.5952,62,277826,3081082833
402,0.8700,0.0681,65,546248,7131826933
403,5.7399,9.0225,30,634789,5884938806
404,7.9334,4.7079,167,220664,8132144040
405,1.9004,2.0222,75,587216,8551426173
406,3.1910,5.6127,78,372746,4637106953
407,8.2294,6.9439,69,551516,8720698484
408,6.9875,0.4819,71,564610,5084968565
409,4.9328,1.5361,37,154810,4185322460
410,7.8785,2.3873,64,25648,5209157563
411,0.3881,8.4858,65,402376,6866880378
412,6.6074,5.1246,824,159652,2549770129
413,9.1679,6.4833,56,402859,9426175553
414,2.6377,0.7269,68,614362,8298753695
415,2.4136,4.5039,70,317659,6074905883
416,1.3697,1.1532,149,609064,9094685104
417,8.4474,7.9745,23,328432,1670322403
418,6.6418,1.9005,6,102106,1977730709
419,6.2287,2.1933,16,105673,9194516901
420,3.8501,1.2499,168,593519,4352103532
421,6.4503,6.7137,162,138324,9606234629
422,2.0993,7.0149,6,197938,1768000237
423,4.6447,7.2734,61,326793,7335141795
424,3.9358,2.7722,56,570311,9669139221
425,2.8309,6.8026,61,702363,8565368660
426,5.0172,7.7273,63,534325,8287804772
427,3.5371,2.4032,75,410603,1555293605
428,0.3453,8.4343,19,682148,8868700711
429,4.9127,4.3096,55,556112,8249832428
430,9.1781,9.7288,63,743674,8658911001
431,5.5583,1.7661,74,723933,1280436821
432,2.7633,5.5190,67,226804,5063812677
433,9.5588,6.9874,69,556680,7134401719
434,0.7753,4.7035,160,742169,3167218728
435,7.0691,0.9275,63,35818,7137379361
436,4.8181,5.2250,187,723534,2351552579
437,7.6974,0.1357,164,547347,3017161157
438,3.0294,7.1481,193,423618,4781893043
439,0.3273,6.5632,10,374533,1474408411
440,1.0391,3.9668,69,41656,9167128027
441,5.1662,4.3649,2,323001,1023416297
442,2.9817,5.8764,72,446659,8864828972
443,3.7398,0.3945,41,27147,1176283186
444,3.9269,0.5149,65,79858,6756691224
445,4.1814,2.4867,11,569948,7538451564
446,4.8440,6.6790,10,41331,8348261865
447,7.2643,0.3478,71,667075,9267753102
448,6.4065,5.6006,91,10733,8346352594
449,2.9515,5.8357,7,279705,7442738949
450,1.8820,2.3544,157,81176,4529552897
451,2.8162,9.7636,9,619695,4892937883
452,0.4447,6.4830,83,640475,8696452451
453,9.9347,2.7722,66,570045,3610897313
454,4.5258,5.2539,65,559710,1758691191
455,7.3536,6.9287,70,667085,9143743551
456,1.5014,8.0233,20,207498,4072279634
457,1.7489,2.4256,44,679872,2663110827
458,4.7156,5.8956,17,106296,3927744262
459,5.5289,9.9194,13,309167,9726132212
460,7.6225,5.2180,44,84359,7257989905
461,2.9993,7.0919,48,618316,9827652585
462,0.4317,8.8360,9,182166,5020794566
463,3.2228,2.4060,10,53671,9883722775
464,4.3613,7.1512,66,488186,5871993802
465,0.4486,9.8387,67,659466,9579426310
466,8.7877,1.0520,71,262780,2512949204
467,9.5063,5.1763,191,371715,3898277228
468,7.7015,9.8986,53,673213,6269836915
469,7.7023,0.2883,21,595362,7698392658
470,9.3743,5.3845,57,589002,6520259359
471,2.9055,1.7572,35,498602,7801566881
472,2.7566,9.2817,34,659115,4697861727
473,1.9772,4.4276,62,337966,9212395350
474,5.6121,7.2115,11,267592,3858327840
475,1.9728,6.8634,166,545385,5854791562
476,5.2373,6.9418,27,718055,6003511021
477,9.9570,5.3388,15,460203,6902946699
478,6.7647,7.8872,17,275963,1468296957
479,9.5211,5.0359,16,11766,5050678111
480,0.5318,4.3156,11,168185,1315071953
481,1.1834,1.4909,37,718904,8136393692
482,7.3107,6.9098,15,231797,7717359813
483,9.5808,8.0100,61,661260,6214351777
484,6.0062,3.6535,47,121956,2116684071
485,5.1300,4.3368,909,528447,2500958132
486,7.0170,0.7274,14,90477,7619018804
487,4.3443,0.0523,68,96522,5666658440
488,6.7005,8.1456,289,55117,2868354798
489,1.3362,4.2318,52,357276,6255256355
490,5.0652,5.9539,72,323449,1419600643
491,7.4479,7.1166,13,31432,6088743117
492,5.3065,7.3947,10,323571,9699841523
493,8.0035,4.5765,165,541826,3698519019
494,7.3479,2.0175,42,346803,9895452541
495,7.0508,8.2344,10,356324,3032846819
496,0.8974,3.4539,79,569319,1304057847
497,8.3187,8.2309,52,737187,9800698374
498,5.2557,5.2564,157,333203,8622841437
499,1.9330,3.1993,155,400188,1678447966
500,8.4941,1.8597,6,152117,1290456682
501,2.5536,3.5693,2,513489,7867147425
502,3.3622,0.5504,368,171142,8469787281
503,0.3432,0.3193,107,420554,7104264675
504,3.1125,2.9902,69,521258,4652305900
505,9.5001,7.8955,47,772880,8470680096
506,0.7458,5.1332,148,442772,1060030987
507,1.1264,3.9955,169,124256,1762112823
508,9.7975,2.5441,3,194102,8971712868
509,7.5943,0.2284,24,746758,1086660186
510,6.7295,4.0573,23,625494,2436329525
511,8.7447,7.2707,54,659825,4631192078
512,7.1172,8.2783,164,670183,4149299058
513,0.7943,7.4412,6,127387,3309533937
514,2.6543,2.7263,83,486128,9402668643
515,0.4254,1.5548,59,660969,5017549029
516,5.9887,0.2306,47,337433,8986764268
517,5.2547,3.1865,163,505573,9852078378
518,2.8827,2.3257,100,607222,8502742830
519,0.5939,0.0060,66,289700,1809053339
520,7.7016,7.0119,64,358281,5402692475
521,3.0854,6.2045,73,252109,7675673920
522,1.0777,6.5407,5,668824,2739502703
523,9.7196,6.8235,7,227068,3146939064
524,9.9796,7.5694,66,783138,8472672094
525,5.5918,4.2826,387,604208,3919511225
526,9.8963,0.2851,63,48956,2463646347
527,3.6790,7.4879,5,528639,6144676936
528,2.3636,2.5427,91,684165,7875184665
529,5.8269,5.1418,71,587465,8132434887
530,1.5779,6.2225,160,405474,9874278512
531,9.9459,8.4912,157,178735,5587635005
532,3.0884,7.0725,9,760001,3643642677
533,9.0456,3.1656,62,698178,7285599908
534,5.3728,6.1152,2,33966,2001399666
535,5.5486,5.3235,25,309013,8235751204
536,7.0525,2.3614,50,747951,3787106087
537,0.7372,5.8386,61,96495,3787430716
538,1.1703,7.2418,5,325752,6591361070
539,3.1067,7.9126,6,99902,4829493333
540,8.6173,5.7847,1,195916,4653093499
541,5.1892,7.9960,79,186761,3620558663
542,8.0767,2.4002,67,46458,6440733146
543,9.8992,4.2369,325,64466,5391033288
544,9.5068,6.0532,2,360538,7862428108
545,8.7643,4.7141,4,39582,9486156900
546,2.8503,0.7124,60,173205,4493627893
547,3.2885,5.8842,54,718792,1804143427
548,0.9948,5.1392,243,228699,4678582244
549,1.9096,8.9704,169,42310,3079477975
550,0.4679,4.4947,56,341962,7152051190
551,3.0486,2.5678,68,681413,7421720661
552,5.8706,8.7992,69,210570,6218009080
553,3.0810,8.0422,8,537283,7828362015
554,7.9189,7.7916,153,2922,3040078717
555,4.5011,3.9188,160,253557,9621282272
556,7.4996,1.5278,17,31748,5830423191
557,2.6856,1.6109,36,722357,7052007386
558,8.8071,3.9647,67,629645,8925276565
559,0.9680,2.1902,80,780559,6262911124
560,8.4217,2.2504,15,618366,3728772580
561,0.8892,6.1104,58,774829,7585161273
562,0.2684,2.6626,65,607350,7777162556
563,2.0784,3.9572,501,486269,1661397746
564,9.1871,3.9369,172,616122,1943309448
565,3.4707,8.8809,16,74731,3628500065
566,5.3121,1.6517,165,774694,5021487978
567,8.6699,5.7564,92,762449,3030765914
568,5.7131,9.8809,64,563890,7078911840
569,9.4284,2.3054,65,305800,8467117049
570,2.4950,5.5284,75,692923,2938435342
571,0.1691,1.0162,53,402483,5059349793
572,9.5723,4.7289,10,300776,3076106162
573,5.4429,9.0935,49,526949,6272957752
574,6.7666,9.5967,76,54956,1429196259
575,4.4079,0.6288,51,533413,7177134163
576,9.9326,5.4833,44,583619,6500076712
577,8.5278,4.5074,65,711165,4859394089
578,4.0675,9.9536,4,774043,3857893497
579,0.2480,2.8835,60,51381,7129132064
580,7.8110,1.9866,78,50138,4187031345
581,5.3965,4.1353,99,515994,5563048095
582,0.5657,5.9176,167,345923,8058379278
583,1.4717,7.2217,64,773713,9135717024
584,5.5235,3.9762,64,570896,4952268967
585,4.9390,2.4765,58,9572,7186709857
586,4.4671,7.8836,11,142796,6069562434
587,6.6633,9.1100,63,585774,5185952168
588,6.3830,1.2369,76,755672,2620210236
589,2.5627,2.7912,12,584789,1770991987
590,0.0332,2.1223,3,321338,2170282949
591,0.4476,4.9529,2,253783,6403432078
592,6.1054,0.4350,71,574614,3692279346
593,4.3439,7.6202,62,279009,7446919136
594,4.3709,0.3452,74,129223,1049291060
595,2.9076,1.2373,47,593029,7588940374
596,3.7306,4.1095,9,368982,9187205590
597,8.2464,4.8230,51,514424,3926973526
598,8.0086,6.2705,59,782165,3831522880
599,8.8623,3.7032,27,548992,8729889252
600,1.2214,2.7023,17,65380,6683426742
601,0.9188,1.9335,56,470654,7639794515
602,7.5532,2.9237,67,208140,3767693032
603,6.6714,0.6186,127,752786,8348492090
604,1.1247,4.8694,17,83322,5133491233
605,7.1766,1.3883,69,554320,4854349893
606,4.0191,8.7160,137,563776,8193576301
607,1.5352,7.2822,29,317328,5769207594
608,0.6318,5.6775,53,411452,3338143953
609,4.4596,7.0378,57,61138,1452186701
610,6.9292,2.8397,22,266832,3224617861
611,4.1766,5.5703,81,328136,4291772032
612,3.6511,8.3209,56,20384,4356523554
613,0.3035,6.5076,133,378676,4502985142
614,4.2420,7.0753,203,117028,9181963552
615,9.8018,5.4041,38,652310,4094886653
616,2.1507,0.3541,73,210428,3828336720
617,2.3278,6.2034,17,690020,5098752602
618,7.1772,4.8486,76,4186,7801168544
619,1.5820,0.6013,64,367113,8003040493
620,0.1751,6.2349,43,662284,5969536613
621,3.5233,6.8588,157,763114,3293864205
622,3.5896,4.9891,70,703942,5295625834
623,0.1323,3.6202,78,452617,5883259918
624,5.2908,5.3881,5,123907,3906728463
625,7.8393,8.3135,163,329341,1986326470
626,9.8249,0.7094,4,73909,6499502217
627,2.5648,3.1230,59,464825,5726241000
628,9.8048,6.9823,62,96041,6737846266
629,3.8444,3.5448,167,327561,4638785672
630,5.9672,9.9139,65,300496,4563756881
631,5.1451,5.6343,30,141429,1022464600
632,9.5430,3.9282,58,407637,8192115793
633,7.8604,7.7096,63,753564,8336964220
